Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.62,IDLE,56.0,0.0,0.0000,0.0000
1.12,IDLE,69.6,0.0,0.0000,0.0000
1.62,IDLE,58.9,0.0,0.0000,0.0000
2.12,IDLE,56.9,0.0,0.0000,0.0000
2.62,IDLE,55.8,0.0,0.0000,0.0000
3.12,IDLE,54.3,0.0,0.0000,0.0000
3.62,IDLE,60.7,0.0,0.0000,0.0000
4.12,IDLE,56.5,0.0,0.0000,0.0000
4.62,IDLE,54.8,0.0,0.0000,0.0000
5.12,IDLE,56.8,0.0,0.0000,0.0000
5.62,IDLE,55.9,0.0,0.0000,0.0000
6.12,IDLE,58.5,0.0,0.0000,0.0000
6.62,IDLE,56.5,0.0,0.0000,0.0000
7.12,IDLE,57.7,0.0,0.0000,0.0000
7.62,IDLE,60.9,0.0,0.0000,0.0000
8.12,IDLE,55.6,0.0,0.0000,0.0000
8.62,IDLE,54.3,0.0,0.0000,0.0000
9.12,IDLE,59.2,0.0,0.0000,0.0000
9.62,IDLE,59.6,0.0,0.0000,0.0000
10.12,IDLE,57.0,0.0,0.0000,0.0000
10.62,IDLE,55.3,0.0,0.0000,0.0000
11.12,IDLE,56.9,0.0,0.0000,0.0000
11.62,IDLE,60.5,0.0,0.0000,0.0000
