Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.65,IDLE,54.1,0.0,0.0000,0.0000
1.16,IDLE,59.0,0.0,0.0000,0.0000
1.65,IDLE,64.9,0.0,0.0000,0.0000
2.15,IDLE,55.6,0.0,0.0000,0.0000
2.65,IDLE,52.7,0.0,0.0000,0.0000
3.15,IDLE,53.3,0.0,0.0000,0.0000
3.65,IDLE,56.4,0.0,0.0000,0.0000
4.15,IDLE,56.6,0.0,0.0000,0.0000
4.65,IDLE,53.4,0.0,0.0000,0.0000
5.15,IDLE,54.2,0.0,0.0000,0.0000
5.65,IDLE,55.8,0.0,0.0000,0.0000
6.15,IDLE,53.9,0.0,0.0000,0.0000
6.65,IDLE,56.3,0.0,0.0000,0.0000
7.15,IDLE,52.3,0.0,0.0000,0.0000
7.65,IDLE,56.8,0.0,0.0000,0.0000
8.15,IDLE,54.4,0.0,0.0000,0.0000
8.65,IDLE,52.8,0.0,0.0000,0.0000
9.15,IDLE,53.4,0.0,0.0000,0.0000
9.65,IDLE,58.2,0.0,0.0000,0.0000
10.15,IDLE,54.9,0.0,0.0000,0.0000
10.65,IDLE,53.8,0.0,0.0000,0.0000
11.15,IDLE,53.4,0.0,0.0000,0.0000
11.65,IDLE,58.9,0.0,0.0000,0.0000
12.15,IDLE,54.6,0.0,0.0000,0.0000
12.65,IDLE,55.4,0.0,0.0000,0.0000
13.15,IDLE,55.6,0.0,0.0000,0.0000
13.65,IDLE,56.8,0.0,0.0000,0.0000
14.15,IDLE,55.3,0.0,0.0000,0.0000
14.65,IDLE,53.3,0.0,0.0000,0.0000
15.15,IDLE,53.8,0.0,0.0000,0.0000
15.65,IDLE,52.9,0.0,0.0000,0.0000
16.15,IDLE,53.7,0.0,0.0000,0.0000
16.65,IDLE,54.2,0.0,0.0000,0.0000
17.15,IDLE,53.0,0.0,0.0000,0.0000
17.65,IDLE,57.2,0.0,0.0000,0.0000
18.15,IDLE,54.1,0.0,0.0000,0.0000
18.65,IDLE,54.5,0.0,0.0000,0.0000
19.15,IDLE,53.6,0.0,0.0000,0.0000
19.65,IDLE,57.7,0.0,0.0000,0.0000
20.15,IDLE,55.4,0.0,0.0000,0.0000
20.65,IDLE,53.7,0.0,0.0000,0.0000
21.15,IDLE,54.5,0.0,0.0000,0.0000
21.65,IDLE,56.5,0.0,0.0000,0.0000
