Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.65,IDLE,60.1,0.0,0.0000,0.0000
1.16,IDLE,56.6,0.0,0.0000,0.0000
1.65,IDLE,58.5,0.0,0.0000,0.0000
2.15,IDLE,58.0,0.0,0.0000,0.0000
2.65,IDLE,54.1,0.0,0.0000,0.0000
3.15,IDLE,57.3,0.0,0.0000,0.0000
3.65,IDLE,59.0,0.0,0.0000,0.0000
4.15,IDLE,56.4,0.0,0.0000,0.0000
4.65,IDLE,51.6,0.0,0.0000,0.0000
5.16,IDLE,59.2,0.0,0.0000,0.0000
5.66,IDLE,56.9,0.0,0.0000,0.0000
6.16,IDLE,55.9,0.0,0.0000,0.0000
6.65,IDLE,56.2,0.0,0.0000,0.0000
7.16,IDLE,57.5,0.0,0.0000,0.0000
7.65,IDLE,60.6,0.0,0.0000,0.0000
8.15,IDLE,56.9,0.0,0.0000,0.0000
8.65,IDLE,58.3,0.0,0.0000,0.0000
9.16,IDLE,59.4,0.0,0.0000,0.0000
9.66,IDLE,60.8,0.0,0.0000,0.0000
10.15,IDLE,57.7,0.0,0.0000,0.0000
10.66,IDLE,55.2,0.0,0.0000,0.0000
11.15,IDLE,56.6,0.0,0.0000,0.0000
11.65,IDLE,60.9,0.0,0.0000,0.0000
12.15,IDLE,56.6,0.0,0.0000,0.0000
12.65,IDLE,59.0,0.0,0.0000,0.0000
13.16,IDLE,55.3,0.0,0.0000,0.0000
13.65,IDLE,58.0,0.0,0.0000,0.0000
14.15,IDLE,53.8,0.0,0.0000,0.0000
14.65,IDLE,57.1,0.0,0.0000,0.0000
15.15,IDLE,57.8,0.0,0.0000,0.0000
15.65,IDLE,56.8,0.0,0.0000,0.0000
16.15,IDLE,59.1,0.0,0.0000,0.0000
16.66,IDLE,58.0,0.0,0.0000,0.0000
17.16,IDLE,55.9,0.0,0.0000,0.0000
17.66,IDLE,58.1,0.0,0.0000,0.0000
18.16,IDLE,50.4,0.0,0.0000,0.0000
18.66,IDLE,57.1,0.0,0.0000,0.0000
19.17,IDLE,66.6,0.0,0.0000,0.0000
19.65,IDLE,67.6,0.0,0.0000,0.0000
20.15,IDLE,55.4,0.0,0.0000,0.0000
20.65,IDLE,57.1,0.0,0.0000,0.0000
21.15,IDLE,57.1,0.0,0.0000,0.0000
21.66,IDLE,58.9,0.0,0.0000,0.0000
22.15,IDLE,53.9,0.0,0.0000,0.0000
22.65,IDLE,58.4,0.0,0.0000,0.0000
23.15,IDLE,57.1,0.0,0.0000,0.0000
