Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.60,IDLE,59.6,0.0,0.0000,0.0000
1.10,IDLE,52.7,0.0,0.0000,0.0000
1.60,IDLE,56.8,0.0,0.0000,0.0000
2.10,IDLE,54.3,0.0,0.0000,0.0000
2.60,IDLE,51.1,0.0,0.0000,0.0000
3.10,IDLE,54.5,0.0,0.0000,0.0000
3.60,IDLE,57.9,0.0,0.0000,0.0000
4.10,IDLE,55.4,0.0,0.0000,0.0000
4.61,IDLE,52.6,0.0,0.0000,0.0000
5.10,IDLE,55.4,0.0,0.0000,0.0000
5.60,IDLE,52.6,0.0,0.0000,0.0000
6.12,IDLE,54.1,0.0,0.0000,0.0000
6.60,IDLE,53.4,0.0,0.0000,0.0000
7.10,IDLE,55.4,0.0,0.0000,0.0000
7.61,IDLE,56.1,0.0,0.0000,0.0000
8.10,IDLE,55.6,0.0,0.0000,0.0000
8.61,IDLE,52.6,0.0,0.0000,0.0000
9.10,IDLE,53.5,0.0,0.0000,0.0000
9.60,IDLE,56.7,0.0,0.0000,0.0000
10.10,IDLE,54.9,0.0,0.0000,0.0000
10.60,IDLE,52.1,0.0,0.0000,0.0000
11.10,IDLE,51.5,0.0,0.0000,0.0000
11.60,IDLE,60.0,0.0,0.0000,0.0000
12.10,IDLE,55.0,0.0,0.0000,0.0000
12.60,IDLE,53.4,0.0,0.0000,0.0000
13.10,IDLE,53.0,0.0,0.0000,0.0000
13.60,IDLE,54.0,0.0,0.0000,0.0000
14.10,IDLE,53.4,0.0,0.0000,0.0000
14.60,IDLE,52.3,0.0,0.0000,0.0000
15.10,IDLE,54.1,0.0,0.0000,0.0000
15.60,IDLE,56.0,0.0,0.0000,0.0000
16.10,IDLE,56.0,0.0,0.0000,0.0000
16.60,IDLE,54.0,0.0,0.0000,0.0000
17.10,IDLE,55.3,0.0,0.0000,0.0000
17.60,IDLE,58.5,0.0,0.0000,0.0000
18.10,IDLE,56.0,0.0,0.0000,0.0000
18.60,IDLE,53.8,0.0,0.0000,0.0000
19.10,IDLE,56.1,0.0,0.0000,0.0000
19.60,IDLE,59.2,0.0,0.0000,0.0000
20.10,IDLE,51.8,0.0,0.0000,0.0000
20.60,IDLE,54.9,0.0,0.0000,0.0000
21.10,IDLE,53.5,0.0,0.0000,0.0000
21.60,IDLE,54.7,0.0,0.0000,0.0000
22.10,IDLE,54.8,0.0,0.0000,0.0000
22.60,IDLE,53.7,0.0,0.0000,0.0000
23.10,IDLE,59.3,0.0,0.0000,0.0000
23.60,IDLE,57.2,0.0,0.0000,0.0000
24.10,IDLE,55.2,0.0,0.0000,0.0000
24.60,IDLE,54.8,0.0,0.0000,0.0000
25.10,IDLE,57.6,0.0,0.0000,0.0000
25.60,IDLE,60.8,0.0,0.0000,0.0000
26.10,IDLE,55.7,0.0,0.0000,0.0000
26.60,IDLE,57.2,0.0,0.0000,0.0000
27.10,IDLE,56.6,0.0,0.0000,0.0000
