elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.64,2026-05-25T18:54:12.477178,IDLE,65.8,56.0,0.0,0.0000,0.0000
1.14,2026-05-25T18:54:12.978236,IDLE,61.8,56.0,0.0,0.0000,0.0000
1.64,2026-05-25T18:54:13.476895,IDLE,65.9,56.0,0.0,0.0000,0.0000
2.14,2026-05-25T18:54:13.977289,IDLE,59.9,56.0,0.0,0.0000,0.0000
2.64,2026-05-25T18:54:14.477145,IDLE,61.7,56.0,0.0,0.0000,0.0000
3.14,2026-05-25T18:54:14.978585,IDLE,60.3,56.0,0.0,0.0000,0.0000
3.64,2026-05-25T18:54:15.476645,IDLE,65.9,56.0,0.0,0.0000,0.0000
4.14,2026-05-25T18:54:15.977952,IDLE,60.4,56.0,0.0,0.0000,0.0000
4.64,2026-05-25T18:54:16.477400,IDLE,62.1,56.0,0.0,0.0000,0.0000
5.14,2026-05-25T18:54:16.981412,IDLE,61.7,56.0,0.0,0.0000,0.0000
5.64,2026-05-25T18:54:17.477172,IDLE,63.7,56.0,0.0,0.0000,0.0000
6.14,2026-05-25T18:54:17.978406,IDLE,61.6,56.0,0.0,0.0000,0.0000
6.64,2026-05-25T18:54:18.477404,IDLE,62.2,56.0,0.0,0.0000,0.0000
7.14,2026-05-25T18:54:18.980041,IDLE,61.5,56.0,0.0,0.0000,0.0000
7.64,2026-05-25T18:54:19.477047,IDLE,60.9,56.0,0.0,-0.4832,0.0000
8.14,2026-05-25T18:54:19.978898,IDLE,60.1,56.1,0.0,0.0000,0.0000
8.64,2026-05-25T18:54:20.477242,IDLE,64.4,56.0,0.0,0.0000,-3.1197
9.14,2026-05-25T18:54:20.979272,IDLE,60.9,56.0,0.0,0.4832,0.0000
9.64,2026-05-25T18:54:21.477126,IDLE,59.8,56.0,0.0,0.4832,-3.1197
10.14,2026-05-25T18:54:21.977341,IDLE,60.5,56.0,0.0,0.4832,-3.1197
10.64,2026-05-25T18:54:22.476921,IDLE,60.3,56.0,0.0,0.4832,0.0000
11.14,2026-05-25T18:54:22.977307,IDLE,58.1,56.0,0.0,0.0000,0.0000
11.64,2026-05-25T18:54:23.477130,IDLE,65.2,56.0,0.0,0.0000,0.0000
12.14,2026-05-25T18:54:23.977297,IDLE,58.6,56.1,0.0,0.0000,0.0000
12.64,2026-05-25T18:54:24.477576,IDLE,56.6,56.1,0.0,0.0000,0.0000
13.14,2026-05-25T18:54:24.978404,IDLE,64.1,56.0,0.0,0.0000,0.0000
13.64,2026-05-25T18:54:25.476940,IDLE,56.8,56.0,0.0,0.0000,0.0000
14.14,2026-05-25T18:54:25.977633,IDLE,59.5,56.1,0.0,0.0000,0.0000
14.64,2026-05-25T18:54:26.477238,IDLE,59.6,56.1,0.0,0.0000,0.0000
15.14,2026-05-25T18:54:26.977558,IDLE,58.6,56.0,0.0,0.0000,0.0000
15.64,2026-05-25T18:54:27.477088,IDLE,62.0,56.0,0.0,0.0000,0.0000
16.14,2026-05-25T18:54:27.977199,IDLE,58.5,56.0,0.0,0.0000,0.0000
16.64,2026-05-25T18:54:28.477375,IDLE,59.4,56.0,0.0,0.0000,0.0000
17.14,2026-05-25T18:54:28.978704,IDLE,61.8,56.1,0.0,0.0000,0.0000
17.64,2026-05-25T18:54:29.477420,IDLE,61.7,56.1,0.0,0.0000,0.0000
18.14,2026-05-25T18:54:29.978153,IDLE,61.5,56.1,0.0,0.0000,0.0000
18.64,2026-05-25T18:54:30.477372,IDLE,58.2,56.1,0.0,0.0000,0.0000
19.14,2026-05-25T18:54:30.978412,IDLE,57.3,56.0,0.0,0.0000,0.0000
19.64,2026-05-25T18:54:31.477293,IDLE,63.7,56.0,0.0,0.0000,0.0000
20.14,2026-05-25T18:54:31.978250,IDLE,57.0,56.1,0.0,0.4832,-3.1197
20.64,2026-05-25T18:54:32.477151,IDLE,58.4,56.1,0.0,0.4832,-3.1197
21.14,2026-05-25T18:54:32.978924,IDLE,62.6,56.0,0.0,0.4832,-3.1197
