Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.61,IDLE,52.3,0.0,0.0000,0.0000
1.11,IDLE,65.5,0.0,0.0000,0.0000
1.61,IDLE,56.5,0.0,0.0000,0.0000
2.11,IDLE,56.1,0.0,0.0000,0.0000
2.61,IDLE,49.8,0.0,0.0000,0.0000
3.11,IDLE,52.7,0.0,0.0000,0.0000
3.61,IDLE,53.8,0.0,0.0000,0.0000
4.11,IDLE,49.6,0.0,0.0000,0.0000
4.61,IDLE,55.3,0.0,0.0000,0.0000
5.12,IDLE,56.4,0.0,0.0000,0.0000
5.61,IDLE,58.0,0.0,0.0000,0.0000
6.11,IDLE,53.9,0.0,0.0000,0.0000
6.61,IDLE,57.0,0.0,0.0000,0.0000
7.11,IDLE,55.7,0.0,0.0000,0.0000
7.62,IDLE,57.6,0.0,0.0000,0.0000
8.11,IDLE,56.8,0.0,0.0000,0.0000
8.61,IDLE,52.9,0.0,0.0000,0.0000
9.11,IDLE,49.1,0.0,0.0000,0.0000
9.61,IDLE,53.7,0.0,0.0000,0.0000
10.11,IDLE,52.4,0.0,0.0000,0.0000
10.61,IDLE,49.6,0.0,0.0000,0.0000
11.11,IDLE,48.2,0.0,0.0000,0.0000
11.61,IDLE,58.0,0.0,0.0000,0.0000
12.11,IDLE,50.7,0.0,0.0000,0.0000
12.62,IDLE,48.9,0.0,0.0000,0.0000
13.11,IDLE,50.4,0.0,0.0000,0.0000
13.61,IDLE,53.7,0.0,0.0000,0.0000
14.11,IDLE,51.9,0.0,0.0000,0.0000
14.61,IDLE,48.9,0.0,0.0000,0.0000
15.11,IDLE,52.1,0.0,0.0000,0.0000
15.61,IDLE,49.8,0.0,0.0000,0.0000
16.11,IDLE,54.3,0.0,0.0000,0.0000
16.61,IDLE,51.1,0.0,0.0000,0.0000
17.11,IDLE,48.6,0.0,0.0000,0.0000
17.61,IDLE,54.3,0.0,0.0000,0.0000
18.11,IDLE,49.8,0.0,0.0000,0.0000
18.61,IDLE,52.3,0.0,0.0000,0.0000
19.11,IDLE,50.7,0.0,0.0000,0.0000
19.62,IDLE,54.0,0.0,0.0000,0.0000
20.11,IDLE,51.2,0.0,0.0000,0.0000
20.61,IDLE,49.6,0.0,0.0000,0.0000
21.11,IDLE,50.7,0.0,0.0000,0.0000
21.61,IDLE,51.4,0.0,0.0000,0.0000
22.11,IDLE,52.8,0.0,0.0000,0.0000
22.61,IDLE,49.3,0.0,0.0000,0.0000
23.11,IDLE,52.1,0.0,0.0000,0.0000
23.62,IDLE,51.9,0.0,0.0000,0.0000
24.11,IDLE,52.9,0.0,0.0000,0.0000
24.61,IDLE,49.8,0.0,0.0000,0.0000
25.11,IDLE,51.1,0.0,0.0000,0.0000
25.61,IDLE,55.4,0.0,0.0000,0.0000
26.11,IDLE,51.7,0.0,0.0000,0.0000
26.61,IDLE,49.3,0.0,0.0000,0.0000
27.11,IDLE,53.0,0.0,0.0000,0.0000
27.61,IDLE,54.4,0.0,0.0000,0.0000
28.11,IDLE,53.7,0.0,0.0000,0.0000
28.61,IDLE,50.4,0.0,0.0000,0.0000
29.11,IDLE,53.2,0.0,0.0000,0.0000
29.62,IDLE,52.1,0.0,0.0000,0.0000
30.11,IDLE,50.9,0.0,0.0000,0.0000
30.61,IDLE,51.2,0.0,0.0000,0.0000
31.11,IDLE,50.7,0.0,0.0000,0.0000
31.61,IDLE,51.6,0.0,0.0000,0.0000
32.11,IDLE,54.2,0.0,0.0000,0.0000
32.61,IDLE,49.5,0.0,0.0000,0.0000
33.11,IDLE,51.9,0.0,0.0000,0.0000
33.61,IDLE,57.1,0.0,0.0000,0.0000
34.11,IDLE,50.2,0.0,0.0000,0.0000
34.61,IDLE,52.4,0.0,0.0000,0.0000
35.11,IDLE,49.3,0.0,0.3000,0.0000
35.61,IDLE,57.7,0.0,0.3000,0.0000
36.11,IDLE,56.6,0.0,0.3000,2.3915
36.61,IDLE,50.7,0.0,0.3000,2.3915
37.11,IDLE,54.8,0.0,0.3000,0.0000
37.61,IDLE,54.2,0.0,0.3000,-2.3915
38.11,IDLE,51.6,0.0,0.3000,-2.3915
38.61,IDLE,56.2,0.0,0.3000,-2.3915
39.11,IDLE,54.6,0.0,0.3000,-2.3915
39.61,IDLE,57.6,0.0,0.3000,-2.3915
40.12,IDLE,57.3,0.0,0.3000,-2.3915
40.61,IDLE,50.9,0.0,0.3000,-2.3915
41.11,IDLE,55.7,0.0,0.3000,-2.3915
41.61,IDLE,57.3,0.0,0.3000,-2.3915
42.11,IDLE,56.5,0.0,0.3000,-2.3915
42.61,IDLE,54.8,0.0,0.3000,-2.3915
43.11,IDLE,55.5,0.0,0.3000,-2.3915
43.61,IDLE,59.4,0.0,0.0000,0.0000
44.12,IDLE,55.8,0.0,0.0000,0.0000
44.61,IDLE,52.3,0.0,0.0000,0.0000
45.12,IDLE,57.9,0.0,0.0000,0.0000
45.61,IDLE,59.1,0.0,0.0000,0.0000
46.12,IDLE,54.4,0.0,0.0000,0.0000
46.61,IDLE,56.7,0.0,0.0000,0.0000
47.12,IDLE,59.0,0.0,0.0000,0.0000
47.62,IDLE,56.7,0.0,0.0000,0.0000
48.12,IDLE,56.3,0.0,0.0000,0.0000
0.24,VISUAL_HOMING,55.8,0.0,0.0000,0.0000
0.74,VISUAL_HOMING,56.5,0.0,0.2500,0.6127
1.24,VISUAL_HOMING,62.6,0.0,0.3000,0.2752
1.74,VISUAL_HOMING,58.0,0.0,0.3000,0.1698
2.24,VISUAL_HOMING,61.5,0.0,0.2755,0.0595
2.74,VISUAL_HOMING,58.7,0.0,0.1985,-0.0657
3.24,VISUAL_HOMING,63.3,0.0,0.1454,-0.1418
3.74,VISUAL_HOMING,58.5,0.0,0.0887,-0.2266
4.24,VISUAL_HOMING,60.3,0.0,0.0646,-0.2711
4.74,VISUAL_SERVO_DOCK,59.1,0.0,0.0515,-0.3224
5.24,VISUAL_SERVO_DOCK,59.2,0.0,0.0000,0.0000
5.74,VISUAL_SERVO_DOCK,53.6,0.0,0.0000,0.0000
6.24,VISUAL_SERVO_DOCK,53.4,0.0,0.0500,-1.0000
6.74,VISUAL_SERVO_DOCK,54.8,0.0,0.0500,-1.0000
7.24,VISUAL_SERVO_DOCK,54.2,0.0,0.0500,-1.0000
7.74,ABORTED,55.3,0.0,0.0000,0.0000
8.24,ABORTED,51.2,0.0,0.0000,0.0000
8.74,ABORTED,53.6,0.0,0.0000,0.0000
9.24,ABORTED,56.4,0.0,0.0000,0.0000
9.74,ABORTED,53.1,0.0,0.0000,0.0000
10.24,ABORTED,51.4,0.0,0.0000,0.0000
10.74,ABORTED,52.2,0.0,0.0000,0.0000
11.24,ABORTED,57.5,0.0,0.0000,0.0000
11.74,ABORTED,52.6,0.0,0.0000,0.0000
12.24,ABORTED,51.2,0.0,0.0000,0.0000
12.74,ABORTED,53.3,0.0,0.0000,0.0000
13.24,ABORTED,51.0,0.0,0.0000,0.0000
13.74,ABORTED,51.9,0.0,0.0000,0.0000
14.24,ABORTED,52.6,0.0,0.0000,0.0000
14.74,ABORTED,55.2,0.0,0.0000,0.0000
15.24,ABORTED,52.3,0.0,0.0000,0.0000
15.74,ABORTED,55.1,0.0,0.0000,0.0000
16.24,ABORTED,51.5,0.0,0.0000,0.0000
16.74,ABORTED,55.1,0.0,0.0000,0.0000
17.24,ABORTED,57.6,0.0,0.0000,0.0000
17.74,ABORTED,53.7,0.0,0.0000,0.0000
18.24,ABORTED,49.7,0.0,0.0000,0.0000
18.74,ABORTED,53.7,0.0,0.0000,0.0000
19.24,ABORTED,56.6,0.0,0.0000,0.0000
