Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.63,IDLE,61.3,0.0,0.0000,0.0000
1.13,IDLE,68.9,0.0,0.0000,0.0000
1.63,IDLE,63.9,0.0,0.0000,0.0000
2.13,IDLE,61.1,0.0,0.0000,0.0000
2.63,IDLE,59.9,0.0,0.0000,0.0000
3.13,IDLE,60.8,0.0,0.0000,0.0000
3.62,IDLE,64.3,0.0,0.0000,0.0000
4.13,IDLE,61.4,0.0,0.0000,0.0000
4.62,IDLE,59.1,0.0,0.0000,0.0000
5.12,IDLE,60.1,0.0,0.0000,0.0000
5.62,IDLE,61.4,0.0,0.0000,0.0000
6.12,IDLE,63.2,0.0,0.0000,0.0000
6.62,IDLE,60.2,0.0,0.0000,0.0000
7.13,IDLE,61.9,0.0,0.0000,0.0000
7.62,IDLE,63.6,0.0,0.0000,0.0000
8.13,IDLE,60.3,0.0,0.0000,0.0000
8.62,IDLE,59.9,0.0,0.0000,0.0000
9.12,IDLE,60.7,0.0,0.0000,0.0000
9.63,IDLE,61.2,0.0,0.0000,0.0000
10.13,IDLE,60.4,0.0,0.0000,0.0000
10.63,IDLE,60.6,0.0,0.0000,0.0000
11.12,IDLE,61.0,0.0,0.0000,0.0000
11.62,IDLE,62.7,0.0,0.0000,0.0000
12.12,IDLE,60.3,0.0,0.0000,0.0000
12.63,IDLE,62.0,0.0,0.0000,0.0000
13.13,IDLE,61.5,0.0,0.0000,0.0000
13.62,IDLE,60.9,0.0,0.0000,0.0000
14.12,IDLE,62.2,0.0,0.0000,0.0000
14.62,IDLE,64.5,0.0,0.0000,0.0000
15.12,IDLE,62.2,0.0,0.0000,0.0000
15.62,IDLE,62.9,0.0,0.0000,0.0000
16.13,IDLE,64.0,0.0,0.0000,0.0000
16.62,IDLE,63.5,0.0,0.0000,0.0000
17.12,IDLE,60.3,0.0,0.0000,0.0000
17.63,IDLE,63.1,0.0,0.0000,0.0000
18.13,IDLE,61.4,0.0,0.0000,0.0000
18.62,IDLE,62.8,0.0,0.0000,0.0000
19.12,IDLE,59.3,0.0,0.0000,0.0000
19.62,IDLE,64.1,0.0,0.0000,0.0000
20.12,IDLE,62.6,0.0,0.0000,0.0000
20.63,IDLE,62.0,0.0,0.0000,0.0000
21.13,IDLE,58.3,0.0,0.0000,0.0000
21.62,IDLE,60.1,0.0,0.0000,0.0000
22.13,IDLE,59.9,0.0,0.0000,0.0000
22.62,IDLE,63.8,0.0,0.3000,0.0000
23.12,IDLE,62.6,0.0,0.3000,0.0000
23.62,IDLE,60.5,0.0,0.3000,-2.3915
24.13,IDLE,63.5,0.0,0.3000,-2.3915
24.62,IDLE,62.8,0.0,0.3000,-2.3915
25.12,IDLE,60.2,0.0,0.3000,0.0000
25.62,IDLE,64.5,0.0,0.3000,-2.3915
26.12,IDLE,60.0,0.0,0.3000,-2.3915
26.63,IDLE,65.6,0.0,0.3000,-2.3915
27.13,IDLE,63.5,0.0,0.3000,-2.3915
27.62,IDLE,66.1,0.0,0.3000,-2.3915
28.12,IDLE,63.8,0.0,0.3000,-2.3915
28.62,IDLE,62.9,0.0,0.0000,0.0000
29.13,IDLE,60.6,0.0,0.0000,0.0000
29.62,IDLE,62.3,0.0,0.0000,0.0000
30.12,IDLE,61.4,0.0,0.0000,0.0000
30.62,IDLE,61.8,0.0,0.0000,0.0000
31.13,IDLE,63.8,0.0,0.0000,0.0000
31.62,IDLE,61.1,0.0,0.0000,0.0000
32.13,IDLE,61.9,0.0,0.0000,0.0000
32.63,IDLE,60.8,0.0,0.0000,0.0000
33.12,IDLE,63.6,0.0,0.0000,0.0000
0.32,VISUAL_HOMING,62.3,0.0,0.1872,0.2200
0.82,VISUAL_HOMING,61.7,0.0,0.2584,0.3333
1.32,VISUAL_HOMING,61.6,0.0,0.2894,0.3330
1.82,VISUAL_HOMING,65.2,0.0,0.1993,0.2602
2.32,VISUAL_HOMING,66.6,0.0,0.1448,0.2011
2.82,VISUAL_HOMING,66.0,0.0,0.1153,0.1801
3.32,VISUAL_HOMING,62.3,0.0,0.1076,0.1142
3.82,VISUAL_HOMING,65.5,0.0,0.0874,-0.0238
4.32,VISUAL_HOMING,67.6,0.0,0.0666,-0.0671
4.82,VISUAL_HOMING,64.4,0.0,0.0500,-0.0937
5.32,VISUAL_HOMING,62.0,0.0,0.0500,-0.3725
5.82,VISUAL_HOMING,65.3,0.0,0.0500,-0.6822
6.32,VISUAL_HOMING,63.1,0.0,0.0000,-0.0084
6.82,VISUAL_HOMING,67.4,0.0,0.0000,0.2700
7.32,VISUAL_HOMING,63.4,0.0,0.0000,0.3126
7.82,VISUAL_HOMING,64.8,0.0,0.0000,0.3232
8.32,VISUAL_HOMING,60.6,0.0,0.0000,0.5018
8.82,VISUAL_HOMING,65.1,0.0,0.0000,0.4616
9.32,VISUAL_HOMING,62.7,0.0,0.0000,0.2931
9.82,VISUAL_HOMING,67.0,0.0,0.0000,-0.0566
10.32,BUFFERING_ROUGH,65.1,0.0,0.0000,0.0000
10.82,BUFFERING_ROUGH,61.9,0.0,0.0000,0.0000
11.32,NAV_TO_STAGING,60.9,0.0,0.0000,0.0000
11.82,NAV_TO_STAGING,61.4,0.0,0.2487,-0.1897
12.32,NAV_TO_STAGING,63.1,0.0,0.1919,-0.0551
12.82,NAV_TO_STAGING,61.1,0.0,0.1420,-0.1246
13.32,VISUAL_SERVO_DOCK,62.8,0.0,0.0000,0.0000
13.82,VISUAL_SERVO_DOCK,62.9,0.0,0.0000,0.0000
14.32,VISUAL_SERVO_DOCK,65.4,0.0,0.0500,-1.0000
14.82,VISUAL_SERVO_DOCK,60.6,0.0,0.0500,-1.0000
15.32,VISUAL_SERVO_DOCK,60.2,0.0,0.0500,-1.0000
15.82,VISUAL_SERVO_DOCK,58.1,0.0,0.0500,-1.0000
16.32,VISUAL_SERVO_DOCK,63.2,0.0,0.0500,-1.0000
16.82,VISUAL_SERVO_DOCK,61.1,0.0,0.0500,-1.0000
17.32,VISUAL_SERVO_DOCK,58.8,0.0,0.0500,-1.0000
17.82,ABORTED,61.2,0.0,0.0000,0.0000
18.32,ABORTED,62.4,0.0,0.0000,0.0000
18.82,ABORTED,59.2,0.0,0.0000,0.0000
19.32,ABORTED,62.5,0.0,0.0000,0.0000
19.82,ABORTED,61.0,0.0,0.0000,0.0000
20.32,ABORTED,58.8,0.0,0.0000,0.0000
20.82,ABORTED,60.2,0.0,0.0000,0.0000
21.32,ABORTED,57.2,0.0,0.0000,0.0000
21.82,ABORTED,60.9,0.0,0.0000,0.0000
22.32,ABORTED,58.6,0.0,0.0000,0.0000
22.82,ABORTED,60.6,0.0,0.0000,0.0000
23.32,ABORTED,58.5,0.0,0.0000,0.0000
23.82,ABORTED,55.4,0.0,0.0000,0.0000
24.32,ABORTED,62.3,0.0,0.0000,0.0000
