Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.63,IDLE,60.3,0.0,0.0000,0.0000
1.13,IDLE,71.7,0.0,0.0000,0.0000
1.63,IDLE,60.5,0.0,0.0000,0.0000
2.13,IDLE,61.5,0.0,0.0000,0.0000
2.63,IDLE,61.8,0.0,0.0000,0.0000
3.13,IDLE,63.1,0.0,0.0000,0.0000
3.64,IDLE,65.9,0.0,0.0000,0.0000
4.13,IDLE,61.7,0.0,0.0000,0.0000
4.63,IDLE,61.3,0.0,0.0000,0.0000
5.13,IDLE,60.1,0.0,0.0000,0.0000
5.63,IDLE,63.5,0.0,0.0000,0.0000
6.13,IDLE,61.6,0.0,0.0000,0.0000
6.63,IDLE,59.8,0.0,0.0000,0.0000
7.13,IDLE,62.6,0.0,0.0000,0.0000
7.63,IDLE,63.4,0.0,0.0000,0.0000
8.13,IDLE,61.8,0.0,0.0000,0.0000
8.63,IDLE,62.1,0.0,0.0000,0.0000
9.13,IDLE,62.1,0.0,0.0000,0.0000
9.63,IDLE,68.0,0.0,0.0000,0.0000
10.13,IDLE,60.2,0.0,0.0000,0.0000
10.63,IDLE,61.4,0.0,0.0000,0.0000
11.13,IDLE,63.0,0.0,0.0000,0.0000
11.63,IDLE,61.8,0.0,0.0000,0.0000
12.13,IDLE,63.2,0.0,0.0000,0.0000
12.63,IDLE,63.4,0.0,0.0000,0.0000
13.13,IDLE,59.0,0.0,0.0000,0.0000
13.63,IDLE,59.1,0.0,0.0000,0.0000
14.13,IDLE,62.1,0.0,0.0000,0.0000
14.63,IDLE,61.3,0.0,0.0000,0.0000
15.13,IDLE,60.3,0.0,0.0000,0.0000
15.63,IDLE,58.9,0.0,0.3000,-2.3915
16.13,IDLE,64.2,0.0,0.3000,-2.3915
16.63,IDLE,62.5,0.0,0.3000,-2.3915
17.13,IDLE,60.1,0.0,0.3000,-2.3915
17.63,IDLE,61.7,0.0,0.3000,0.0000
18.13,IDLE,61.3,0.0,0.3000,-2.3915
