Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.62,IDLE,62.8,0.0,0.0000,0.0000
1.12,IDLE,54.9,0.0,0.0000,0.0000
1.62,IDLE,59.8,0.0,0.0000,0.0000
2.12,IDLE,62.6,0.0,0.0000,0.0000
2.62,IDLE,58.4,0.0,0.0000,0.0000
3.12,IDLE,57.3,0.0,0.0000,0.0000
3.62,IDLE,60.8,0.0,0.0000,0.0000
4.12,IDLE,61.3,0.0,0.0000,0.0000
4.62,IDLE,58.8,0.0,0.0000,0.0000
5.12,IDLE,60.8,0.0,0.0000,0.0000
5.62,IDLE,56.4,0.0,0.0000,0.0000
6.12,IDLE,58.8,0.0,0.0000,0.0000
6.62,IDLE,55.9,0.0,0.0000,0.0000
7.12,IDLE,57.5,0.0,0.0000,0.0000
7.62,IDLE,57.2,0.0,0.0000,0.0000
8.12,IDLE,60.1,0.0,0.0000,0.0000
8.62,IDLE,57.1,0.0,0.0000,0.0000
9.12,IDLE,56.4,0.0,0.0000,0.0000
9.62,IDLE,62.2,0.0,0.0000,0.0000
10.12,IDLE,57.8,0.0,0.0000,0.0000
10.62,IDLE,57.2,0.0,0.0000,0.0000
11.12,IDLE,57.2,0.0,0.0000,0.0000
11.62,IDLE,62.0,0.0,0.0000,0.0000
12.12,IDLE,58.0,0.0,0.0000,0.0000
12.62,IDLE,58.2,0.0,0.0000,0.0000
13.12,IDLE,61.6,0.0,0.0000,0.0000
13.62,IDLE,58.2,0.0,0.0000,0.0000
14.12,IDLE,57.2,0.0,0.0000,0.0000
14.62,IDLE,60.3,0.0,0.0000,0.0000
15.12,IDLE,58.1,0.0,0.0000,0.0000
15.62,IDLE,58.4,0.0,0.0000,0.0000
16.12,IDLE,58.0,0.0,0.0000,0.0000
16.62,IDLE,59.1,0.0,0.0000,0.0000
17.12,IDLE,58.6,0.0,0.0000,0.0000
17.62,IDLE,62.5,0.0,0.0000,0.0000
18.12,IDLE,61.9,0.0,0.0000,0.0000
18.62,IDLE,56.1,0.0,0.0000,0.0000
19.12,IDLE,57.4,0.0,0.0000,0.0000
19.62,IDLE,59.5,0.0,0.3000,2.3915
20.12,IDLE,61.2,0.0,0.3000,2.3915
20.62,IDLE,58.7,0.0,0.3000,2.3915
21.12,IDLE,62.3,0.0,0.3000,2.3915
21.62,IDLE,58.2,0.0,0.3000,2.3915
22.12,IDLE,59.9,0.0,0.3000,2.3915
22.62,IDLE,63.1,0.0,0.3000,2.3915
23.12,IDLE,60.1,0.0,0.3000,2.3915
23.62,IDLE,63.3,0.0,0.0000,0.0000
24.12,IDLE,59.5,0.0,0.0000,0.0000
24.62,IDLE,61.2,0.0,0.0000,0.0000
25.12,IDLE,62.5,0.0,0.0000,0.0000
25.62,IDLE,62.6,0.0,0.0000,0.0000
26.12,IDLE,62.8,0.0,0.0000,0.0000
26.62,IDLE,62.3,0.0,0.0000,0.0000
27.12,IDLE,62.5,0.0,0.0000,0.0000
27.62,IDLE,67.9,0.0,0.0000,0.0000
28.12,IDLE,58.4,0.0,0.0000,0.0000
28.62,IDLE,64.1,0.0,0.0000,0.0000
29.13,IDLE,62.9,0.0,0.0000,0.0000
29.62,IDLE,63.1,0.0,0.0000,0.0000
30.12,IDLE,61.2,0.0,0.0000,0.0000
30.62,IDLE,65.4,0.0,0.0000,0.0000
31.12,IDLE,61.9,0.0,0.0000,0.0000
0.11,VISUAL_HOMING,62.6,0.0,0.0000,0.0000
0.62,VISUAL_HOMING,61.4,0.0,0.3000,0.1890
1.12,VISUAL_HOMING,62.3,0.0,0.2613,-0.0933
1.61,VISUAL_HOMING,61.7,0.0,0.1972,-0.0517
2.12,VISUAL_HOMING,65.8,0.0,0.1528,-0.0367
2.62,VISUAL_HOMING,59.7,0.0,0.1098,0.0370
3.12,VISUAL_HOMING,63.5,0.0,0.0846,0.0624
3.62,VISUAL_HOMING,62.0,0.0,0.0649,0.0607
4.11,VISUAL_HOMING,66.9,0.0,0.0500,0.0913
4.61,VISUAL_HOMING,64.0,0.0,0.0500,0.5252
5.11,VISUAL_HOMING,58.8,0.0,0.0114,0.0414
5.61,VISUAL_HOMING,63.4,0.0,0.0000,-0.3050
6.11,VISUAL_HOMING,65.5,0.0,0.0000,-0.3439
6.62,VISUAL_HOMING,64.0,0.0,0.0000,-0.3000
7.11,VISUAL_HOMING,62.9,0.0,0.0000,-0.3632
7.62,VISUAL_HOMING,63.0,0.0,0.0000,-0.3578
8.12,VISUAL_HOMING,62.6,0.0,0.0000,-0.4419
8.61,VISUAL_HOMING,63.6,0.0,0.0000,-0.5575
9.12,VISUAL_HOMING,63.6,0.0,0.0000,-0.5501
9.61,VISUAL_HOMING,63.3,0.0,0.0000,-0.4701
10.11,BUFFERING_ROUGH,65.5,0.0,0.0000,0.0000
10.61,NAV_TO_STAGING,63.9,0.0,0.0000,0.0000
11.11,NAV_TO_STAGING,59.0,0.0,0.2505,0.1138
11.62,NAV_TO_STAGING,62.0,0.0,0.2072,0.0753
12.11,VISUAL_SERVO_DOCK,66.8,0.0,0.0000,0.0000
12.61,VISUAL_SERVO_DOCK,61.8,0.0,0.0000,0.0000
13.12,VISUAL_SERVO_DOCK,63.8,0.0,0.0500,0.5000
13.61,VISUAL_SERVO_DOCK,63.7,0.0,0.0500,0.0000
14.11,VISUAL_SERVO_DOCK,62.3,0.0,0.0500,-0.5000
14.61,VISUAL_SERVO_DOCK,62.6,0.0,0.0500,-0.9199
15.11,VISUAL_SERVO_DOCK,64.5,0.0,0.0500,-0.9178
15.61,VISUAL_SERVO_DOCK,61.3,0.0,0.0500,-0.5000
16.11,VISUAL_SERVO_DOCK,65.7,0.0,0.0500,0.6985
16.61,VISUAL_SERVO_DOCK,63.9,0.0,0.0500,1.0000
17.11,VISUAL_SERVO_DOCK,64.1,0.0,0.0500,1.0000
17.62,VISUAL_SERVO_DOCK,64.6,0.0,0.0500,1.0000
18.11,VISUAL_SERVO_DOCK,63.3,0.0,0.0500,0.7659
18.61,VISUAL_SERVO_DOCK,61.6,0.0,0.0500,0.7659
19.11,VISUAL_SERVO_DOCK,61.3,0.0,0.0500,0.7659
19.61,VISUAL_SERVO_DOCK,62.3,0.0,0.0500,0.7659
20.11,ABORTED,65.1,0.0,0.0000,0.0000
20.61,ABORTED,62.5,0.0,0.0000,0.0000
21.11,ABORTED,60.1,0.0,0.0000,0.0000
21.61,ABORTED,62.0,0.0,0.0000,0.0000
22.11,ABORTED,57.3,0.0,0.0000,0.0000
22.61,ABORTED,57.6,0.0,0.0000,0.0000
23.11,ABORTED,63.2,0.0,0.0000,0.0000
23.61,ABORTED,61.4,0.0,0.0000,0.0000
24.12,ABORTED,63.3,0.0,0.0000,0.0000
24.61,ABORTED,63.1,0.0,0.0000,0.0000
25.11,ABORTED,59.2,0.0,0.0000,0.0000
25.62,ABORTED,62.3,0.0,0.0000,0.0000
26.11,ABORTED,63.5,0.0,0.0000,0.0000
