Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.62,IDLE,56.1,0.0,0.0000,0.0000
1.12,IDLE,71.0,0.0,0.0000,0.0000
1.62,IDLE,57.9,0.0,0.0000,0.0000
2.12,IDLE,59.7,0.0,0.0000,0.0000
2.62,IDLE,61.9,0.0,0.0000,0.0000
3.12,IDLE,65.0,0.0,0.0000,0.0000
3.62,IDLE,62.5,0.0,0.0000,0.0000
4.12,IDLE,61.6,0.0,0.0000,0.0000
4.62,IDLE,61.0,0.0,0.0000,0.0000
5.12,IDLE,61.7,0.0,0.0000,0.0000
5.62,IDLE,59.9,0.0,0.0000,0.0000
6.12,IDLE,64.0,0.0,0.0000,0.0000
6.62,IDLE,62.2,0.0,0.0000,0.0000
7.12,IDLE,62.5,0.0,0.0000,0.0000
7.62,IDLE,61.9,0.0,0.0000,0.0000
8.13,IDLE,62.5,0.0,0.0000,0.0000
8.62,IDLE,58.3,0.0,0.0000,0.0000
9.12,IDLE,61.1,0.0,0.0000,0.0000
9.62,IDLE,61.9,0.0,0.0000,0.0000
10.12,IDLE,57.3,0.0,0.0000,0.0000
10.62,IDLE,58.1,0.0,0.0000,0.0000
11.12,IDLE,61.7,0.0,0.0000,0.0000
11.62,IDLE,63.5,0.0,0.0000,0.0000
12.12,IDLE,56.4,0.0,0.0000,0.0000
12.62,IDLE,59.8,0.0,0.0000,0.0000
13.13,IDLE,62.8,0.0,0.0000,0.0000
13.62,IDLE,63.7,0.0,0.0000,0.0000
14.12,IDLE,59.8,0.0,0.0000,0.0000
14.62,IDLE,57.9,0.0,0.0000,0.0000
15.12,IDLE,56.4,0.0,0.0000,0.0000
15.62,IDLE,61.5,0.0,0.0000,0.0000
16.12,IDLE,59.2,0.0,0.0000,0.0000
16.62,IDLE,60.5,0.0,0.0000,0.0000
17.12,IDLE,58.8,0.0,0.0000,0.0000
17.63,IDLE,63.4,0.0,0.0000,0.0000
18.12,IDLE,58.8,0.0,0.0000,0.0000
18.62,IDLE,60.8,0.0,0.0000,0.0000
19.12,IDLE,55.8,0.0,0.0000,0.0000
19.62,IDLE,59.9,0.0,0.0000,0.0000
20.12,IDLE,59.7,0.0,0.0000,0.0000
20.62,IDLE,60.9,0.0,0.0000,0.0000
21.12,IDLE,59.4,0.0,0.0000,0.0000
21.62,IDLE,62.8,0.0,0.0000,0.0000
22.12,IDLE,60.2,0.0,0.0000,0.0000
22.62,IDLE,56.8,0.0,0.0000,0.0000
23.12,IDLE,59.6,0.0,0.0000,0.0000
23.62,IDLE,60.8,0.0,0.0000,0.0000
24.13,IDLE,59.7,0.0,0.0000,0.0000
24.62,IDLE,57.6,0.0,0.0000,0.0000
25.12,IDLE,59.5,0.0,0.0000,0.0000
25.62,IDLE,60.2,0.0,0.0000,0.0000
26.12,IDLE,61.4,0.0,0.0000,0.0000
26.62,IDLE,57.2,0.0,0.0000,0.0000
27.12,IDLE,59.4,0.0,0.0000,0.0000
27.62,IDLE,60.5,0.0,0.0000,0.0000
28.12,IDLE,61.4,0.0,0.0000,0.0000
28.62,IDLE,59.3,0.0,0.4832,0.0000
29.12,IDLE,61.6,0.0,0.4832,0.0000
29.62,IDLE,63.0,0.0,0.4832,0.0000
30.12,IDLE,61.9,0.0,0.4832,0.0000
30.62,IDLE,62.9,0.0,0.4832,0.0000
31.12,IDLE,61.8,0.0,0.4832,0.0000
31.63,IDLE,64.4,0.0,0.4832,0.0000
32.12,IDLE,61.7,0.0,0.4832,-3.1197
32.62,IDLE,62.7,0.0,0.4832,-3.1197
33.12,IDLE,61.3,0.0,0.4832,-3.1197
33.62,IDLE,65.8,0.0,0.4832,-3.1197
34.12,IDLE,62.7,0.0,0.4832,-3.1197
34.62,IDLE,60.9,0.0,0.0000,0.0000
35.12,IDLE,58.6,0.0,0.0000,0.0000
35.62,IDLE,62.7,0.0,0.0000,0.0000
36.12,IDLE,61.3,0.0,0.0000,0.0000
36.62,IDLE,60.5,0.0,0.0000,0.0000
37.12,IDLE,63.1,0.0,0.0000,0.0000
37.62,IDLE,59.4,0.0,0.0000,0.0000
38.13,IDLE,58.3,0.0,0.0000,0.0000
38.63,IDLE,59.3,0.0,0.0000,0.0000
39.13,IDLE,59.9,0.0,0.0000,0.0000
39.62,IDLE,61.0,0.0,0.0000,0.0000
40.12,IDLE,59.2,0.0,0.0000,0.0000
40.62,IDLE,62.3,0.0,0.0000,0.0000
0.41,COMMUTING,59.4,0.0,0.0994,-0.4400
0.91,COMMUTING,63.2,0.0,0.2000,-0.9631
1.41,COMMUTING,62.0,0.0,0.2000,-0.7534
