Time,State,CPU_Pct,GPU_Pct,cmd_vel_x,cmd_vel_z
0.62,IDLE,55.7,0.0,0.0000,0.0000
1.12,IDLE,72.2,0.0,0.0000,0.0000
1.62,IDLE,59.3,0.0,0.0000,0.0000
2.12,IDLE,58.7,0.0,0.0000,0.0000
2.62,IDLE,55.9,0.0,0.0000,0.0000
3.12,IDLE,58.5,0.0,0.0000,0.0000
3.62,IDLE,64.3,0.0,0.0000,0.0000
4.12,IDLE,62.0,0.0,0.0000,0.0000
4.62,IDLE,61.1,0.0,0.0000,0.0000
5.12,IDLE,57.1,0.0,0.0000,0.0000
5.62,IDLE,60.6,0.0,0.0000,0.0000
6.12,IDLE,59.7,0.0,0.0000,0.0000
6.62,IDLE,58.4,0.0,0.0000,0.0000
7.12,IDLE,60.4,0.0,0.0000,0.0000
7.62,IDLE,60.8,0.0,0.0000,0.0000
8.12,IDLE,59.9,0.0,0.0000,0.0000
8.62,IDLE,58.8,0.0,0.0000,0.0000
9.12,IDLE,58.0,0.0,0.0000,0.0000
9.62,IDLE,59.7,0.0,0.0000,0.0000
10.12,IDLE,60.8,0.0,0.0000,0.0000
10.62,IDLE,58.6,0.0,0.0000,0.0000
11.12,IDLE,59.5,0.0,0.0000,0.0000
11.62,IDLE,61.1,0.0,0.0000,0.0000
